sign_id,method,k_used,seed,est_lat,est_lon,gt_lat,gt_lon,err_m,hit_1m,hit_2m,n_outliers_detected,outlier_idx,outlier_frames,residual_norm,n_iter,assumed_s,fallback_triggered,runtime_ms
86,l1_sor,9,0,49.008127307143575,8.431916276871501,49.00812988265337,8.431913962870192,0.3327122885758458,1,1,2,0|8,2011_09_26_drive_0104_0000000005|2011_09_26_drive_0104_0000000013,3.20199,9,,0,0.2015
92,l1_sor,14,0,49.00823588966749,8.430884665363976,49.00824022408282,8.430830344159673,4.003250835767691,0,0,0,,,3.792376,2,,0,0.9497
95,l1_sor,9,0,49.008638706668,8.429096449074354,49.00864589989363,8.429096093350916,0.8003811464681231,1,1,0,,,1.593222,2,,0,0.9309
101,l1_sor,9,0,49.01511728015295,8.41834891219685,49.01510142011776,8.418329305014899,2.273339100803905,0,0,0,,,2.658809,2,,0,0.5271
104,l1_sor,12,0,49.02079890164614,8.39179928571501,49.02079182287717,8.39179853965126,0.7891198625386838,1,1,1,0,2011_09_29_drive_0004_0000000067,4.083626,6,,0,0.1652
107,l1_sor,10,0,49.00952809651543,8.395274503493333,49.0095302019032,8.395276668558068,0.28268249883198265,1,1,0,,,1.109127,2,,0,0.9418
110,l1_sor,17,0,49.051485163124475,8.39604088394192,49.05147031703508,8.396049224177254,1.7600028142139963,0,1,0,,,4.093698,3,,0,0.2118
113,l1_sor,22,0,49.050404678107675,8.396370545963713,49.05040192976307,8.396378506009299,0.6572544987887982,1,1,2,1|7,2011_09_30_drive_0018_0000002477|2011_09_30_drive_0018_0000002483,5.382361,6,,0,0.2723
116,l1_sor,14,0,49.05348439707974,8.396633850477965,49.053488437509486,8.396656095810446,1.6869322009242738,0,1,7,0|1|2|3|6|12|13,2011_09_30_drive_0020_0000000014|2011_09_30_drive_0020_0000000015|2011_09_30_drive_0020_0000000016|2011_09_30_drive_0020_0000000017|2011_09_30_drive_0020_0000000020|2011_09_30_drive_0020_0000000026|2011_09_30_drive_0020_0000000027,6.192569,19,,0,0.7956
123,l1_sor,8,0,48.986316984481945,8.39458519623294,48.986304356791976,8.394526622588502,4.51125809422133,0,0,4,0|1|3|5,2011_09_30_drive_0027_0000000537|2011_09_30_drive_0027_0000000538|2011_09_30_drive_0027_0000000540|2011_09_30_drive_0027_0000000542,5.222463,19,,0,1.3195
128,l1_sor,13,0,48.98554668490096,8.392832013504881,48.98548806036373,8.39284321671228,6.570967744348438,0,0,0,,,3.586186,2,,0,0.3578
129,l1_sor,7,0,48.98565564517984,8.392679714600217,48.98564650555746,8.392618732692194,4.577703160434806,0,0,1,0,2011_09_30_drive_0027_0000000876,2.880636,8,,0,0.3913
131,l1_sor,13,0,48.98518809312025,8.39363680970146,48.98517884964341,8.393620515131422,1.5745270569957726,0,1,5,0|2|3|4|7,2011_09_30_drive_0027_0000001026|2011_09_30_drive_0027_0000001028|2011_09_30_drive_0027_0000001029|2011_09_30_drive_0027_0000001030|2011_09_30_drive_0027_0000001033,5.964005,15,,0,1.1878
134,l1_sor,8,0,48.98425412856764,8.397777775815257,48.98424743917686,8.397784357157912,0.88627115534568,1,1,3,0|1|7,2011_09_30_drive_0028_0000001081|2011_09_30_drive_0028_0000001082|2011_09_30_drive_0028_0000001094,4.294326,14,,0,1.1224
135,l1_sor,8,0,48.984246599620406,8.397769149282936,48.98424417186499,8.397780887773763,0.9006187996934822,1,1,1,7,2011_09_30_drive_0028_0000001094,3.315388,7,,0,0.1633
137,l1_sor,6,0,48.98615969006878,8.398579371959237,48.9861660355857,8.3985835502122,0.7690963928074925,1,1,0,,,,36,,1,0.1978
140,l1_sor,6,0,48.98633521390268,8.400198848630787,48.986306434406366,8.400153179406155,4.627807915675199,0,0,0,,,,57,,1,0.2844
152,l1_sor,8,0,48.984384401796476,8.398770187707694,48.984379301813256,8.398758661297572,1.0165921639155058,0,1,0,,,1.727143,2,,0,0.3427
155,l1_sor,5,0,48.98354469937522,8.400777518047235,48.983553386368065,8.400790726839205,1.3667701225743893,0,1,0,,,,11,,1,0.0631
161,l1_sor,5,0,48.98106699005149,8.402356829634586,48.98108168707045,8.40237988448932,2.3493450659047355,0,0,0,,,,22,,1,0.1135
162,l1_sor,5,0,48.98105725703325,8.40236722175188,48.98108164681027,8.402378362386932,2.8323105635994765,0,0,0,,,,6,,1,0.037
167,l1_sor,5,0,48.982514461600246,8.401477329192142,48.98251017643889,8.401470044247485,0.7151531347713136,1,1,0,,,,56,,1,0.2816
179,l1_sor,10,0,48.96790229586836,8.478947131185313,48.96789430288347,8.478924595953199,1.8742037332373167,0,1,2,0|1,2011_09_30_drive_0033_0000001058|2011_09_30_drive_0033_0000001059,3.52284,9,,0,0.3935
180,l1_sor,14,0,48.968018933778474,8.47863147952246,48.967985832978506,8.4787904704669,12.20925286299402,0,0,5,0|1|4|5|8,2011_09_30_drive_0033_0000001066|2011_09_30_drive_0033_0000001067|2011_09_30_drive_0033_0000001070|2011_09_30_drive_0033_0000001072|2011_09_30_drive_0033_0000001078,5.289633,13,,0,0.9982
181,l1_sor,12,0,48.96822978725486,8.478491453918558,48.968228291584005,8.478501387513305,0.7460981570750537,1,1,0,,,1.32162,2,,0,0.1847
182,l1_sor,12,0,48.96825657821158,8.47834790423501,48.96825611474641,8.478343135036543,0.35297584571994256,1,1,0,,,2.915262,2,,0,0.8018
188,l1_sor,4,0,48.971588960652646,8.477728331096968,48.971589043983656,8.477731925162626,0.2632969140985207,1,1,0,,,,199,,1,0.9819
194,l1_sor,4,0,48.9684660256353,8.478483298578189,48.96842069227914,8.478492155317822,5.083017537771818,0,0,0,,,,199,,1,0.9709
203,l1_sor,8,0,48.98300794965827,8.391760962542929,48.983016684490046,8.391769271501804,1.1460811559700907,0,1,0,,,2.712401,2,,0,0.3365
212,l1_sor,16,0,48.98621935462065,8.390565914718689,48.986215721731774,8.390586184422258,1.5376066791139098,0,1,7,1|5|6|11|12|13|14,2011_10_03_drive_0027_0000000924|2011_10_03_drive_0027_0000000928|2011_10_03_drive_0027_0000000929|2011_10_03_drive_0027_0000000934|2011_10_03_drive_0027_0000000935|2011_10_03_drive_0027_0000000936|2011_10_03_drive_0027_0000000937,6.264216,15,,0,1.1347
227,l1_sor,10,0,48.98240351099817,8.392169613949008,48.98241049593589,8.392164253818683,0.8702534875018354,1,1,2,1|2,2011_10_03_drive_0027_0000001705|2011_10_03_drive_0027_0000001706,4.619587,8,,0,0.5928
228,l1_sor,10,0,48.98238089475173,8.392080303152575,48.9823945345633,8.392068677194304,1.739280889736264,0,1,1,0,2011_10_03_drive_0027_0000001704,3.285228,7,,0,0.9972
230,l1_sor,14,0,48.98362877712859,8.39378983317276,48.983633141468495,8.393798349049979,0.7900036051007575,1,1,5,0|1|2|3|13,2011_10_03_drive_0027_0000002303|2011_10_03_drive_0027_0000002310|2011_10_03_drive_0027_0000002312|2011_10_03_drive_0027_0000002314|2011_10_03_drive_0027_0000002325,4.955734,11,,0,1.0203
231,l1_sor,19,0,48.98367528636403,8.39350590968663,48.98367192518639,8.393491937387275,1.0888814963208981,0,1,3,1|2|12,2011_10_03_drive_0027_0000002323|2011_10_03_drive_0027_0000002324|2011_10_03_drive_0027_0000002340,5.446926,8,,0,0.1525
234,l1_sor,10,0,48.98525399653333,8.393687039906505,48.985262155917894,8.393675601714767,1.2346172770669415,0,1,0,,,1.480809,2,,0,0.1275
239,l1_sor,9,0,48.98387153908411,8.392680434365356,48.983864928265156,8.392645695978407,2.6468423477680783,0,0,1,8,2011_10_03_drive_0027_0000003368,2.430867,5,,0,0.2642
